morphology_code,preferred_term,search_terms
8086/3,"Squamous cell carcinoma, HPV-negative (C01.9, C09.9, C10.2, C10.3, C10.8, C10.9, C31.0–C31.3, C31.9) [2018+]","Squamous cell carcinoma, HPV-negative (C01.9, C09.9, C10.2, C10.3, C10.8, C10.9, C31.0–C31.3, C31.9) [2018+]; Carcinoma, squamous cell, HPV-independent (C53._) [2021+] (C60._, C63.2) [2024+] (C30.0, C31.9) [2026+]; Carcinoma, squamous cell, HPV-negative (C01.9, C09.9, C10.2, C10.3, C10.8, C10.9, C31.0–C31.3, C31.9) [2018+]; HPV-independent squamous cell carcinoma (C53._) [2021+] (C60._, C63.2) [2024+] (C30.0, C31.9) [2026+]; HPV-negative squamous cell carcinoma (C01.9, C09.9, C10.2, C10.3, C10.8, C10.9, C31.0–C31.3, C31.9) [2018+]; Squamous cell carcinoma, HPV-independent (C53._) [2021+] (C60._, C63.2) [2024+] (C30.0, C31.9) [2026+]; HPV- independent squamous cell carcinoma"
8090/1,Basal cell tumor (C44._),"Basal cell tumor (C44._); Tumor, basal cell (C44._)"
8090/3,"Basal cell carcinoma, NOS (C44._)","Basal cell carcinoma, NOS (C44._); Basal cell carcinoma with adnexal differentiation (C44._); Basal cell carcinoma, pigmented (C44._); Basal cell epithelioma (C44._); Carcinoma, basal cell with adnexal differentiation (C44._); Carcinoma, basal cell, NOS (C44._); Carcinoma, basal cell, pigmented (C44._); Carcinoma, pigmented basal cell (C44._); Epithelioma, basal cell (C44._); Pigmented basal cell carcinoma (C44._); Rodent ulcer (C44._); Ulcer, rodent (C44._)"
8091/3,Superficial basal cell carcinoma (C44._),"Superficial basal cell carcinoma (C44._); Basal cell carcinoma, multicentric (C44._); Basal cell carcinoma, multifocal superficial (C44._); Basal cell carcinoma, superficial (C44._); Carcinoma, basal cell, multicentric (C44._); Carcinoma, basal cell, multifocal superficial (C44._); Carcinoma, basal cell, superficial (C44._); Carcinoma, basal cell, superficial, multifocal (C44._); Carcinoma, multicentric basal cell (C44._); Carcinoma, multifocal superficial basal cell (C44._); Multicentric basal cell carcinoma (C44._); Multifocal superficial basal cell carcinoma (C44._); Superficial basal cell carcinoma, multifocal (C44._)"
8092/3,"Infiltrating basal cell carcinoma, NOS (C44._)","Infiltrating basal cell carcinoma, NOS (C44._); Basal cell carcinoma, desmoplastic type (C44._); Basal cell carcinoma, infiltrating, non-sclerosing (C44._); Basal cell carcinoma, infiltrating, NOS (C44._); Basal cell carcinoma, infiltrating, sclerosing (C44._); Basal cell carcinoma, morpheic (C44._); Carcinoma, basal cell, desmoplastic type (C44._); Carcinoma, basal cell, morpheic (C44._); Carcinoma, basal cell, non-sclerosing, infiltrating (C44._); Carcinoma, basal cell, sclerosing, infiltrating (C44._); Desmoplastic type, basal cell carcinoma (C44._); Infiltrating basal cell carcinoma, non-sclerosing (C44._); Infiltrating basal cell carcinoma, sclerosing (C44._); Morpheic basal cell carcinoma (C44._); Non-sclerosing infiltrating basal cell carcinoma (C44._); Sclerosing basal cell carcinoma, infiltrating (C44._)"
8093/3,"Basal cell carcinoma, fibroepithelial (C44._)","Basal cell carcinoma, fibroepithelial (C44._); Basal cell carcinoma, fibroepithelial, Pinkus type; Carcinoma, basal cell, fibroepithelial (C44._); Carcinoma, basal cell, fibroepithelial, Pinkus type; Fibroepithelial basal cell carcinoma (C44._); Fibroepithelial basal cell carcinoma, Pinkus type; Fibroepithelioma of Pinkus type; Fibroepithelioma, NOS; Pinkus tumor; Pinkus type, fibroepithelial basal cell carcinoma; Pinkus type, fibroepithelioma; Tumor, Pinkus"
8094/3,Basosquamous carcinoma (C44._),"Basosquamous carcinoma (C44._); Basal-squamous cell carcinoma, mixed (C44._); Carcinoma, basal-squamous cell, mixed (C44._); Carcinoma, basosquamous (C44._); Carcinoma, mixed basal-squamous cell (C44._); Mixed basal-squamous cell carcinoma (C44._); Mixed squamous-basal cell carcinoma (C44._); Squamous-basal cell carcinoma, mixed (C44._)"
8095/3,Metatypical carcinoma (C44._),"Metatypical carcinoma (C44._); Carcinoma, metatypical (C44._)"
8096/0,Intraepidermal epithelioma of Jadassohn (C44._),"Intraepidermal epithelioma of Jadassohn (C44._); Epithelioma, intraepidermal, Jadassohn (C44._); Intraepidermal epithelioma, Jadassohn (C44._); Jadassohn intraepidermal epithelioma (C44._)"
8097/3,"Basal cell carcinoma, nodular (C44._)","Basal cell carcinoma, nodular (C44._); Basal cell carcinoma, micronodular (C44._); Carcinoma, basal cell, micronodular (C44._); Carcinoma, basal cell, nodular (C44._); Micronodular basal cell carcinoma (C44._); Nodular basal cell carcinoma (C44._)"
8098/3,Adenoid basal carcinoma (C53._),"Adenoid basal carcinoma (C53._); Basal carcinoma, adenoid (C53._); Carcinoma, adenoid basal (C53._); Carcinoma, basal, adenoid (C53._)"
8100/0,Trichoepithelioma (C44._),"Trichoepithelioma (C44._); Adenoideos cysticum, epithelioma (C44._); Brooke tumor (C44._); Cysticum, epithelioma adenoideos (C44._); Epithelioma adenoideos cysticum (C44._); Tumor, Brooke (C44._)"
8100/3,Trichoblastic carcinoma (C44._) [2022+],"Trichoblastic carcinoma (C44._) [2022+]; Carcinoma, trichoblastic (C44._) [2022+]; Carcinosarcoma, trichoblastic (C44._) [2022+]; Trichoblastic carcinosarcoma (C44._) [2022+]"
8101/0,Trichofolliculoma (C44._),Trichofolliculoma (C44._)
8102/0,Trichilemmoma (C44._),Trichilemmoma (C44._)
8102/3,Trichilemmocarcinoma (C44._),"Trichilemmocarcinoma (C44._); Carcinoma, trichilemmal (C44._); Trichilemmal carcinoma (C44._)"
8103/0,Pilar tumor (C44._),"Pilar tumor (C44._); Cyst, proliferating trichilemmal (C44._); Cyst, trichilemmal, proliferating (C44._); Proliferating trichilemmal cyst (C44._); Proliferating trichilemmal tumor (C44._); Trichilemmal cyst, proliferating (C44._); Trichilemmal tumor, proliferating (C44._); Tumor, pilar (C44._); Tumor, proliferating trichilemmal (C44._); Tumor, trichilemmal, proliferating (C44._)"
8104/0,Pilar sheath acanthoma (C44._) [2021+],"Pilar sheath acanthoma (C44._) [2021+]; Acanthoma, pilar sheath (C44._) [2021+]; Tumor of the follicular infundibulum (C44._) [2021+]"
8110/0,"Pilomatrixoma, NOS (C44._)","Pilomatrixoma, NOS (C44._); Calcifying epithelioma of Malherbe (C44._); Epithelioma, calcifying, Malherbe (C44._); Malherbe calcifying epithelioma (C44._); Pilomatricoma, NOS"
8110/3,Pilomatrical carcinoma (C44._),"Pilomatrical carcinoma (C44._); Carcinoma, matrical (C44._); Carcinoma, pilomatrical (C44._); Carcinoma, pilomatrix (C44._); Matrical carcinoma (C44._); Pilomatricoma, malignant (C44._); Pilomatrix carcinoma (C44._); Pilomatrixoma, malignant (C44._)"
8120/0,"Transitional cell papilloma, benign","Transitional cell papilloma, benign; Papilloma, transitional; Papilloma, transitional cell, benign; Papilloma, transitional, NOS; Transitional papilloma"
8120/1,"Urothelial papilloma, NOS","Urothelial papilloma, NOS; Bladder, papilloma of (C67._); Papilloma of bladder (C67._); Papilloma, bladder (C67._); Papilloma, NOS of bladder (C67._); Papilloma, transitional cell, NOS; Papilloma, urothelial, NOS; Transitional cell papilloma, NOS"
8120/2,Transitional cell carcinoma in situ,"Transitional cell carcinoma in situ; Carcinoma in situ, transitional cell; Carcinoma in situ, urothelial; Carcinoma, transitional cell in situ; Carcinoma, urothelial, in situ; In situ carcinoma, transitional cell; In situ transitional cell carcinoma; Urothelial carcinoma in situ"
8120/3,"Transitional cell carcinoma, NOS","Transitional cell carcinoma, NOS; Carcinoma, squamotransitional [2018+]; Carcinoma, squamotransitional cell (C53._) [2018+]; Carcinoma, transitional; Carcinoma, transitional cell, NOS; Carcinoma, urothelial with divergent differentiation  (C65.9, C66.9, C67._, C68._) [2018+]; Carcinoma, urothelial with squamous differentiation (C65.9, C66.9, C67._, C68._) [2018+]; Carcinoma, urothelial with trophoblastic differentiation  (C65.9, C66.9, C67._, C68._) [2018+]; Carcinoma, urothelial, clear cell (glycogen-rich) (C65.9, C66.9, C67._, C68._) [2018+]; Carcinoma, urothelial, conventional (C65.9, C66.9, C67._, C68._) [2024+]; Carcinoma, urothelial, large nested (C65.9, C66.9, C67._, C68._) [2024+]; Carcinoma, urothelial, lipid-rich (C65.9, C66.9, C67._, C68._) [2018+]; Carcinoma, urothelial, microcystic (C65.9, C66.9, C67._, C68._) [2018+]; Carcinoma, urothelial, microcystic and tubular (C65.9, C66.9, C67._, C68._) [2024+]; Carcinoma, urothelial, nested (C65.9, C66.9, C67._, C68._) [2018+]; Carcinoma, urothelial, NOS; Carcinoma, urothelial, tubular and microcystic (C65.9, C66.9, C67._, C68._) [2024+]; Clear cell (glycogen-rich) urothelial carcinoma (C65.9, C66.9, C67._, C68._) [2018+]; Conventional urothelial carcinoma (C65.9, C66.9, C67._, C68._) [2024+]; Large nested urothelial carcinoma (C65.9, C66.9, C67._, C68._) [2024+]; Lipid-rich urothelial carcinoma (C65.9, C66.9, C67._, C68._) [2018+]; Microcystic and tubular urothelial carcinoma (C65.9, C66.9, C67._, C68._) [2024+]; Microcystic urothelial carcinoma (C65.9, C66.9, C67._, C68._) [2018+]; Nested urothelial carcinoma (C65.9, C66.9, C67._, C68._) [2018+]; Squamotransitional carcinoma [2018+]; Squamotransitional cell carcinoma (C53._) [2018+]; Transitional carcinoma; Tubular and microcystic urothelial carcinoma (C65.9, C66.9, C67._, C68._) [2024+]; Urothelial carcinoma with divergent differentiation  (C65.9, C66.9, C67._, C68._); Urothelial carcinoma with squamous differentiation (C65.9, C66.9, C67._, C68._); Urothelial carcinoma with trophoblastic differentiation (C65.9, C66.9, C67._, C68._); Urothelial carcinoma, clear cell (glycogen-rich) (C65.9, C66.9, C67._, C68._) [2018+]; Urothelial carcinoma, conventional (C65.9, C66.9, C67._, C68._) [2024+]; Urothelial carcinoma, large nested (C65.9, C66.9, C67._, C68._) [2024+]; Urothelial carcinoma, lipid-rich (C65.9, C66.9, C67._, C68._) [2018+]; Urothelial carcinoma, microcystic (C65.9, C66.9, C67._, C68._) [2018+]; Urothelial carcinoma, microcystic and tubular (C65.9, C66.9, C67._, C68._) [2024+]; Urothelial carcinoma, nested (C65.9, C66.9, C67._, C68._) [2018+]; Urothelial carcinoma, NOS; Urothelial carcinoma, tubular and microcystic (C65.9, C66.9, C67._, C68._) [2024+]"
8121/0,"Schneiderian papilloma, NOS (C30.0, C31._)","Schneiderian papilloma, NOS (C30.0, C31._); Exophytic sinonasal papilloma (C30.0, C31._); Fungiform sinonasal papilloma (C30.0, C31._); Papilloma, Schneiderian, NOS (C30.0, C31._); Papilloma, sinonasal, exophytic (C30.0, C31._); Papilloma, sinonasal, fungiform (C30.0, C31._); Papilloma, sinonasal, NOS (C30.0, C31._); Papilloma, transitional cell, inverted, benign; Papilloma, transitional, inverted, benign; Sinonasal papilloma, exophytic (C30.0, C31._); Sinonasal papilloma, fungiform (C30.0, C31._); Sinonasal papilloma, NOS (C30.0, C31._); Transitional cell papilloma, inverted, benign; Transitional papilloma, inverted, benign"
8121/1,"Transitional cell papilloma, inverted, NOS","Transitional cell papilloma, inverted, NOS; Columnar cell papilloma; Cylindrical cell papilloma (C30.0, C31._); Inverted Schneiderian papilloma (C30.0, C31._); Inverted transitional cell papilloma, NOS; Oncocytic Schneiderian papilloma (C30.0, C31._); Papilloma, columnar cell; Papilloma, cylindrical cell (C30.0, C31._); Papilloma, Schneiderian, inverted (C30.0, C31._); Papilloma, Schneiderian, oncocytic (C30.0, C31._); Papilloma, transitional cell, inverted, NOS; Papilloma, transitional, inverted, NOS; Schneiderian papilloma, inverted (C30.0, C31._); Schneiderian papilloma, oncocytic (C30.0, C31._); Transitional papilloma, inverted, NOS"
8121/3,"Schneiderian carcinoma (C30.0, C31._)","Schneiderian carcinoma (C30.0, C31._); Carcinoma, cylindrical cell (C30.0, C31._); Carcinoma, Schneiderian (C30.0, C31._); Cylindrical cell carcinoma (C30.0, C31._)"
8122/3,"Urothelial carcinoma, sarcomatoid","Urothelial carcinoma, sarcomatoid; Carcinoma, transitional cell, sarcomatoid; Carcinoma, transitional cell, spindle cell; Carcinoma, urothelial, plasmacytoid [2024+]; Carcinoma, urothelial, sarcomatoid; Carcinoma, urothelial, spindle cell; Plasmacytoid urothelial carcinoma [2024+]; Sarcomatoid transitional cell carcinoma; Sarcomatoid urothelial carcinoma; Spindle cell transitional cell carcinoma; Spindle cell urothelial cell carcinoma; Transitional cell carcinoma, sarcomatoid; Transitional cell carcinoma, spindle cell; Urothelial carcinoma, plasmacytoid [2024+]; Urothelial carcinoma, spindle cell"
8123/3,Basaloid carcinoma,"Basaloid carcinoma; Carcinoma, basaloid"
8124/3,Cloacogenic carcinoma (C21.2),"Cloacogenic carcinoma (C21.2); Carcinoma, cloacogenic (C21.2)"
8130/1,Papillary urothelial neoplasm of low malignant potential (C67._),"Papillary urothelial neoplasm of low malignant potential (C67._); Low malignant potential, papillary transitional cell neoplasm (C67._); Low malignant potential, papillary urothelial neoplasm (C67._); Neoplasm, papillary transitional cell, low malignant potential (C67._); Neoplasm, papillary urothelial, low malignant potential (C67._); Papillary transitional cell neoplasm of low malignant potential (C67._); Transitional cell neoplasm, papillary, low malignant potential (C67._); Urothelial neoplasm, papillary, of low malignant potential (C67._)"
8130/2,"Papillary transitional cell carcinoma, non-invasive (C67._)","Papillary transitional cell carcinoma, non-invasive (C67._); Carcinoma, non-invasive, papillary transitional cell (C67._); Carcinoma, non-invasive, papillary urothelial (C67._); Carcinoma, non-invasive, papillary urothelial, high-grade (C67._) [2024+]; Carcinoma, non-invasive, papillary urothelial, low-grade (C67._) [2024+]; Carcinoma, papillary transitional cell, non-invasive (C67._); Carcinoma, papillary urothelial, low-grade, with an inverted growth pattern (C67._) [2024+]; Carcinoma, papillary urothelial, non-invasive (C67._); Carcinoma, papillary urothelial, non-invasive, high-grade (C67._) [2024+]; Carcinoma, papillary urothelial, non-invasive, high-grade, with an inverted growth pattern (C67._) [2024+]; Carcinoma, papillary urothelial, non-invasive, low-grade (C67._) [2024+]; Carcinoma, transitional cell, papillary, non-invasive (C67._); Carcinoma, urothelial, non-invasive, papillary (C67._); Carcinoma, urothelial, papillary, low-grade, with an inverted growth pattern (C67._) [2024+]; Carcinoma, urothelial, papillary, non-invasive (C67._); Carcinoma, urothelial, papillary, non-invasive, high-grade (C67._) [2024+]; Carcinoma, urothelial, papillary, non-invasive, high-grade, with an inverted growth pattern (C67._) [2024+]; Carcinoma, urothelial, papillary, non-invasive, low-grade (C67._) [2024+]; High-grade non-invasive papillary urothelial carcinoma (C67._) [2024+]; High-grade papillary urothelial carcinoma, non-invasive (C67._) [2024+]; High-grade papillary urothelial carcinoma, non-invasive, with an inverted growth pattern (C67._) [2024+]; Low-grade non-invasive papillary urothelial carcinoma (C67._) [2024+]; Low-grade papillary urothelial carcinoma with an inverted growth pattern (C67._) [2024+]; Low-grade papillary urothelial carcinoma, non-invasive (C67._) [2024+]; Non-invasive carcinoma, papillary transitional cell (C67._); Non-invasive carcinoma, papillary urothelial (C67._); Non-invasive high-grade papillary urothelial carcinoma with an inverted growth pattern (C67._) [2024+]; Non-invasive papillary urothelial carcinoma, high-grade (C67._) [2024+]; Non-invasive papillary urothelial carcinoma, low-grade (C67._) [2024+]; Papillary carcinoma, urothelial, high-grade, non-invasive, with an inverted growth pattern (C67._) [2024+]; Papillary carcinoma, urothelial, low-grade with an inverted growth pattern (C67._) [2024+]; Papillary carcinoma, urothelial, non-invasive (C67._); Papillary carcinoma, urothelial, non-invasive, high-grade (C67._) [2024+]; Papillary carcinoma, urothelial, non-invasive, low-grade (C67._) [2024+]; Papillary urothelial carcinoma, low-grade, with an inverted growth pattern (C67._) [2024+]; Papillary urothelial carcinoma, non-invasive (C67._); Papillary urothelial carcinoma, non-invasive, high-grade (C67._) [2024+]; Papillary urothelial carcinoma, non-invasive, high-grade, with an inverted growth pattern (C67._) [2024+]; Papillary urothelial carcinoma, non-invasive, low-grade (C67._) [2024+]; Transitional cell carcinoma, papillary, non-invasive (C67._); Urothelial carcinoma, papillary, non-invasive (C67._)"
8130/3,Papillary transitional cell carcinoma (C67._),"Papillary transitional cell carcinoma (C67._); Carcinoma, papillary transitional cell (C67._); Carcinoma, papillary urothelial (C67._); Carcinoma, transitional cell, papillary (C67._); Papillary carcinoma, transitional cell (C67._); Papillary carcinoma, urothelial (C67._); Papillary urothelial carcinoma (C67._); Transitional cell carcinoma, papillary (C67._); Urothelial carcinoma, papillary (C67._)"
8131/3,"Urothelial carcinoma, micropapillary (C67._)","Urothelial carcinoma, micropapillary (C67._); Carcinoma, micropapillary transitional cell (C67._); Carcinoma, transitional cell, micropapillary (C67._); Carcinoma, urothelial, micropapillary (C67._); Micropapillary transitional cell carcinoma (C67._); Micropapillary urothelial carcinoma (C67._); Transitional cell carcinoma, micropapillary (C67._)"
8140/0,"Adenoma, NOS","Adenoma, NOS; Bronchiolar adenoma/ciliated muconodular papillary tumor [2023+]; Ciliated muconodular papillary tumor/bronchiolar adenoma [2023+]; Muconodular papillary tumor, ciliated/bronchiolar adenoma [2023+]; Tumor, ciliated muconodular papillary/bronchiolar adenoma [2023+]"
8140/1,Atypical adenoma,"Atypical adenoma; Adenoma, atypical; Adenoma, bronchial, NOS (C34._); Bronchial adenoma, NOS (C34._)"
8140/2,"Adenocarcinoma in situ, NOS","Adenocarcinoma in situ, NOS; In situ adenocarcinoma, NOS"
8140/3,"Adenocarcinoma, NOS","Adenocarcinoma, NOS; Acinar adenocarcinoma (C61.9 ONLY) [DO NOT USE 8550/3 OR 8551/3 FOR PROSTATE] [2018+]; Adenocarcinoma, acinar (C61.9 ONLY) [DO NOT USE 8550/3 OR 8551/3 FOR PROSTATE] [2018+]; Adenocarcinoma, endocervical, usual type (C53._) [2018+]; Adenocarcinoma, minimally invasive, NOS (C34._) [2018+]; Adenocarcinoma, usual type; Carcinoma of Skene, Cowper and Littre Glands [REPORTABLE 2021+]; Carcinoma, prostatic intraepithelial-like (C61.9) [2024+]; Endocervical adenocarcinoma usual type (C53._) [2018+]; Endolymphatic sac tumor [REPORTABLE 2021+]; Minimally invasive adenocarcinoma, NOS (C34._) [2018+]; Parathyroid tumor (C75.0) [REPORTABLE 2021+]; Prostatic intraepithelial-like carcinoma (C61.9) [2024+]; Renal cell-like sinonasal adenocarcinoma (C30.0, C31.9) [2026+]; Tumor, endolymphatic sac [REPORTABLE 2021+]; Tumor, parathyroid (C75.0) [REPORTABLE 2021+]; Usual type adenocarcinoma; Renal cell-like sinonasal adenocarcinoma"
